-180 -180
-180 -175
-180 -170
-180 -165
-180 -160
-180 -155
-180  155
-180  160
-180  165
-180  170
-180  175
-175 -180
-175 -175
-175 -170
-175 -165
-175 -160
-175 -155
-175  155
-175  160
-175  165
-175  170
-175  175
-170 -180
-170 -175
-170 -170
-170 -165
-170 -160
-170 -155
-170  155
-170  160
-170  165
-170  170
-170  175
-165 -180
-165 -175
-165 -170
-165 -165
-165 -160
-165  155
-165  160
-165  165
-165  170
-165  175
-160 -180
-160 -175
-160 -170
-160 -165
-160 -160
-160  160
-160  165
-160  170
-160  175
-155 -180
-155 -175
-155 -170
-155 -165
-155  160
-155  165
-155  170
-155  175
-150 -180
-150 -175
-150 -170
-150 -165
-150  165
-150  170
-150  175
-145 -180
-145 -175
-145 -170
-145  170
-145  175
-140 -180
-140 -175
-140  175
-135 -175
-130 -180
-130 -175
-130 -170
-130 -165
-130 -160
-130 -155
-125 -180
-125 -175
-125 -170
-125 -165
-125 -160
-125 -155
-125 -150
-125 -145
-125 -140
-125  170
-125  175
-120 -180
-120 -175
-120 -170
-120 -165
-120 -160
-120 -155
-120 -150
-120 -145
-120 -140
-120 -135
-120   20
-120   25
-120  165
-120  170
-120  175
-115 -180
-115 -175
-115 -170
-115 -165
-115 -160
-115 -155
-115 -150
-115 -145
-115 -140
-115 -135
-115    5
-115   10
-115   15
-115   20
-115   25
-115   30
-115  160
-115  165
-115  170
-115  175
-110 -180
-110 -175
-110 -170
-110 -165
-110 -160
-110 -155
-110 -150
-110 -145
-110 -140
-110 -135
-110 -130
-110    0
-110    5
-110   10
-110   15
-110   20
-110   25
-110   30
-110  155
-110  160
-110  165
-110  170
-110  175
-105 -180
-105 -175
-105 -170
-105 -165
-105 -160
-105 -155
-105 -150
-105 -145
-105 -140
-105 -135
-105   -5
-105    0
-105    5
-105   10
-105   15
-105   20
-105   25
-105  150
-105  155
-105  160
-105  165
-105  170
-105  175
-100 -180
-100 -175
-100 -170
-100 -165
-100 -160
-100 -155
-100 -150
-100 -145
-100 -140
-100 -135
-100  -10
-100   -5
-100    0
-100    5
-100   10
-100   15
-100   20
-100   25
-100  150
-100  155
-100  160
-100  165
-100  170
-100  175
 -95 -180
 -95 -175
 -95 -170
 -95 -165
 -95 -160
 -95 -155
 -95 -150
 -95 -145
 -95 -140
 -95 -135
 -95  -15
 -95  -10
 -95   -5
 -95    0
 -95    5
 -95   10
 -95   15
 -95   20
 -95  140
 -95  145
 -95  150
 -95  155
 -95  160
 -95  165
 -95  170
 -95  175
 -90 -180
 -90 -175
 -90 -170
 -90 -165
 -90 -160
 -90 -155
 -90 -150
 -90 -145
 -90 -140
 -90  -20
 -90  -15
 -90  -10
 -90   -5
 -90    0
 -90    5
 -90   10
 -90   15
 -90   20
 -90  120
 -90  125
 -90  130
 -90  135
 -90  140
 -90  145
 -90  150
 -90  155
 -90  160
 -90  165
 -90  170
 -90  175
