-155  140
-155  145
-155  150
-155  155
-150  125
-150  130
-150  135
-150  140
-150  145
-150  150
-150  155
-150  160
-150  165
-145  115
-145  120
-145  125
-145  130
-145  135
-145  140
-145  145
-145  150
-145  155
-145  160
-145  165
-145  170
-140  110
-140  115
-140  120
-140  125
-140  130
-140  135
-140  140
-140  145
-140  150
-140  155
-140  160
-140  165
-140  170
-140  175
-135  -15
-135  -10
-135   -5
-135    0
-135    5
-135   10
-135   15
-135   20
-135   25
-135   30
-135   35
-135   40
-135   45
-135   65
-135   70
-135   75
-135   80
-135   85
-135   90
-135   95
-135  100
-135  105
-135  110
-135  115
-135  120
-135  125
-135  130
-135  135
-135  140
-135  145
-135  150
-135  155
-135  160
-135  165
-135  170
-135  175
-130 -180
-130  -55
-130  -50
-130  -45
-130  -40
-130  -35
-130  -30
-130  -25
-130  -20
-130  -15
-130  -10
-130   -5
-130    0
-130    5
-130   10
-130   15
-130   20
-130   25
-130   30
-130   35
-130   40
-130   45
-130   50
-130   55
-130   60
-130   65
-130   70
-130   75
-130   80
-130   85
-130   90
-130   95
-130  100
-130  105
-130  110
-130  115
-130  120
-130  125
-130  130
-130  135
-130  140
-130  145
-130  150
-130  155
-130  160
-130  165
-130  170
-130  175
-125  -65
-125  -60
-125  -55
-125  -50
-125  -45
-125  -40
-125  -35
-125  -30
-125  -25
-125  -20
-125  -15
-125  -10
-125   -5
-125    0
-125    5
-125   10
-125   15
-125   20
-125   25
-125   30
-125   35
-125   40
-125   45
-125   50
-125   55
-125   60
-125   65
-125   70
-125   75
-125   80
-125   85
-125   90
-125   95
-125  100
-125  105
-125  110
-125  115
-125  120
-125  125
-125  130
-125  135
-125  140
-125  145
-125  150
-125  155
-125  160
-125  165
-125  170
-125  175
-120  -65
-120  -60
-120  -55
-120  -50
-120  -45
-120  -40
-120  -35
-120  -30
-120  -25
-120  -20
-120  -15
-120  -10
-120   -5
-120    0
-120    5
-120   10
-120   15
-120   20
-120   25
-120   30
-120   35
-120   40
-120   95
-120  100
-120  105
-120  110
-120  115
-120  120
-120  125
-120  130
-120  135
-120  140
-120  145
-120  150
-120  155
-120  160
-120  165
-120  170
-120  175
-115  -65
-115  -60
-115  -55
-115  -50
-115  -45
-115  -40
-115  -35
-115  -30
-115  -25
-115  -20
-115  -15
-115  -10
-115   -5
-115    0
-115    5
-115   10
-115   15
-115   20
-115   25
-115   30
-115   35
-115   90
-115   95
-115  100
-115  105
-115  110
-115  115
-115  120
-115  125
-115  130
-115  135
-115  140
-115  145
-115  150
-115  155
-115  160
-115  165
-115  170
-115  175
-110  -65
-110  -60
-110  -55
-110  -50
-110  -45
-110  -40
-110  -35
-110  -30
-110  -25
-110  -20
-110  -15
-110  -10
-110   -5
-110    0
-110    5
-110   10
-110   15
-110   20
-110   25
-110   30
-110   35
-110   90
-110   95
-110  100
-110  105
-110  110
-110  115
-110  120
-110  125
-110  130
-110  135
-110  140
-110  145
-110  150
-110  155
-110  160
-110  165
-110  170
-110  175
-105  -65
-105  -60
-105  -55
-105  -50
-105  -45
-105  -40
-105  -35
-105  -30
-105  -25
-105  -20
-105  -15
-105  -10
-105   -5
-105    0
-105    5
-105   10
-105   15
-105   20
-105   25
-105   30
-105   85
-105   90
-105   95
-105  100
-105  105
-105  110
-105  115
-105  120
-105  125
-105  130
-105  135
-105  140
-105  145
-105  150
-105  155
-105  160
-105  165
-100  -65
-100  -60
-100  -55
-100  -50
-100  -45
-100  -40
-100  -35
-100  -30
-100  -25
-100  -20
-100  -15
-100  -10
-100   -5
-100    0
-100    5
-100   10
-100   15
-100   20
-100   25
-100   85
-100   90
-100   95
-100  100
-100  105
-100  110
-100  115
-100  120
-100  125
-100  130
-100  135
-100  140
-100  145
-100  150
 -95  -65
 -95  -60
 -95  -55
 -95  -50
 -95  -45
 -95  -40
 -95  -35
 -95  -30
 -95  -25
 -95  -20
 -95  -15
 -95  -10
 -95   -5
 -95    0
 -95    5
 -95   10
 -95   15
 -95   85
 -95   90
 -95   95
 -95  100
 -95  105
 -95  110
 -95  115
 -95  120
 -95  125
 -95  130
 -95  135
 -95  140
 -95  145
 -95  150
 -90  -65
 -90  -60
 -90  -55
 -90  -50
 -90  -45
 -90  -40
 -90  -35
 -90  -30
 -90  -25
 -90  -20
 -90  -15
 -90  -10
 -90   -5
 -90    0
 -90    5
 -90   10
 -90   80
 -90   85
 -90   90
 -90   95
 -90  100
 -90  105
 -90  110
 -90  115
 -90  120
 -90  125
 -90  130
 -90  135
 -90  140
 -90  145
 -90  150
 -90  155
 -85  -65
 -85  -60
 -85  -55
 -85  -50
 -85  -45
 -85  -40
 -85  -35
 -85  -30
 -85  -25
 -85  -20
 -85  -15
 -85  -10
 -85   -5
 -85    0
 -85    5
 -85   10
 -85   85
 -85   90
 -85   95
 -85  100
 -85  105
 -85  110
 -85  115
 -85  120
 -85  125
 -85  130
 -85  135
 -85  140
 -85  145
 -85  150
 -85  155
 -85  160
 -85  165
 -85  170
 -80  -60
 -80  -55
 -80  -50
 -80  -45
 -80  -40
 -80  -35
 -80  -30
 -80  -25
 -80  -20
 -80  -15
 -80  -10
 -80   -5
 -80    0
 -80    5
 -80   90
 -80   95
 -80  100
 -80  105
 -80  110
 -80  115
 -80  120
 -80  125
 -80  130
 -80  135
 -80  140
 -80  145
 -80  150
 -80  155
 -80  160
 -80  165
 -80  170
 -75  -60
 -75  -55
 -75  -50
 -75  -45
 -75  -40
 -75  -35
 -75  -30
 -75  -25
 -75  -20
 -75  -15
 -75  -10
 -75   -5
 -75    0
 -75    5
 -75   95
 -75  100
 -75  105
 -75  110
 -75  115
 -75  120
 -75  125
 -75  130
 -75  135
 -75  140
 -75  145
 -75  150
 -75  155
 -75  160
 -75  165
 -75  170
 -70  -60
